JEE,2025,NIT Puducherry,CS,Puducherry,General,OPEN,Unreserved,1,35001,80000,40000,48,"5.5 LPA","9.5 LPA","7 LPA",60,https://www.nitpy.ac.in
JEE,2025,NIT Sikkim,CS,Sikkim,General,OPEN,Unreserved,1,45001,100000,30000,55,"4.5 LPA","8 LPA","6 LPA",45,https://www.nitsikkim.ac.in
JEE,2025,NIT Uttarakhand,CS,Uttarakhand,General,OPEN,Unreserved,1,28001,65000,35000,45,"6 LPA","10 LPA","8 LPA",70,https://www.nituk.ac.in
JEE,2025,NIT Andhra Pradesh,CS,Andhra Pradesh,General,OPEN,Unreserved,1,32001,75000,40000,52,"5 LPA","8.5 LPA","7 LPA",55,https://www.nitandhra.ac.in
JEE,2025,NIT Delhi,CS,Delhi,General,OPEN,Unreserved,1,15001,35000,60000,30,"8 LPA","14 LPA","10 LPA",90,https://www.nitdelhi.ac.in
JEE,2025,NIT Nagaland,CS,Nagaland,General,OPEN,Unreserved,1,70001,180000,20000,75,"2.5 LPA","4 LPA","3 LPA",25,https://www.nitnagaland.ac.in
JEE,2025,NIT Arunachal Pradesh,CS,Arunachal Pradesh,General,OPEN,Unreserved,1,80001,200000,15000,80,"2 LPA","3.5 LPA","3 LPA",20,https://www.nitap.ac.in
JEE,2025,NIT Tripura,CS,Tripura,General,OPEN,Unreserved,1,55001,130000,25000,62,"3 LPA","5.5 LPA","4 LPA",35,https://www.nitagartala.ac.in
JEE,2025,NIT Jamshedpur,CS,Jharkhand,General,OPEN,Unreserved,1,38001,85000,30000,58,"4 LPA","7 LPA","5 LPA",50,https://www.nitjsr.ac.in
JEE,2025,NIT Jalandhar,CS,Punjab,Government,OPEN,General,1,25001,55000,45000,42,"6.5 LPA","11 LPA","8 LPA",75,https://www.nitj.ac.in
JEE,2025,NIT Jalandhar,CS,Punjab,Government,OBC,General,1,55001,75000,22500,42,"6.5 LPA","11 LPA","8 LPA",75,https://www.nitj.ac.in
JEE,2025,NIT Jalandhar,CS,Punjab,Government,SC,SC,1,75001,100000,11250,42,"6 LPA","10 LPA","7 LPA",70,https://www.nitj.ac.in
JEE,2025,NIT Jalandhar,CS,Punjab,Government,ST,ST,1,100001,130000,11250,42,"5.5 LPA","9 LPA","6.5 LPA",65,https://www.nitj.ac.in
JEE,2025,BITS Pilani,CS,Rajasthan,Private,OPEN,General,1,1001,5000,450000,15,"12 LPA","25 LPA","15 LPA",95,https://www.bits-pilani.ac.in
JEE,2025,BITS Pilani,CS,Rajasthan,Private,OBC,General,1,5001,8000,450000,15,"12 LPA","25 LPA","15 LPA",95,https://www.bits-pilani.ac.in
JEE,2025,VIT Vellore,CS,Tamil Nadu,Private,OPEN,General,1,5001,15000,350000,25,"8 LPA","18 LPA","10 LPA",85,https://www.vit.ac.in
JEE,2025,VIT Vellore,CS,Tamil Nadu,Private,OBC,General,1,15001,25000,350000,25,"8 LPA","18 LPA","10 LPA",85,https://www.vit.ac.in
JEE,2025,Manipal Institute of Technology,CS,Karnataka,Private,OPEN,General,1,8001,20000,400000,30,"7 LPA","15 LPA","9 LPA",80,https://manipal.edu
JEE,2025,Manipal Institute of Technology,CS,Karnataka,Private,OBC,General,1,20001,35000,400000,30,"7 LPA","15 LPA","9 LPA",80,https://manipal.edu
JEE,2025,Thapar University,CS,Punjab,Private,OPEN,General,1,6001,18000,380000,35,"7.5 LPA","16 LPA","9.5 LPA",82,https://www.thapar.edu
JEE,2025,Thapar University,CS,Punjab,Private,OBC,General,1,18001,30000,380000,35,"7.5 LPA","16 LPA","9.5 LPA",82,https://www.thapar.edu
JEE,2025,SRM University,CS,Tamil Nadu,Private,OPEN,General,1,10001,25000,320000,40,"6 LPA","12 LPA","8 LPA",75,https://www.srmist.edu.in
JEE,2025,SRM University,CS,Tamil Nadu,Private,OBC,General,1,25001,40000,320000,40,"6 LPA","12 LPA","8 LPA",75,https://www.srmist.edu.in
JEE,2025,NIT Silchar,CS,Assam,Government,OPEN,General,1,30001,70000,35000,50,"5 LPA","9 LPA","7 LPA",65,https://www.nits.ac.in
JEE,2025,NIT Silchar,CS,Assam,Government,OBC,General,1,70001,90000,17500,50,"5 LPA","9 LPA","7 LPA",65,https://www.nits.ac.in
JEE,2025,NIT Silchar,CS,Assam,Government,SC,SC,1,90001,120000,8750,50,"4.5 LPA","8 LPA","6 LPA",60,https://www.nits.ac.in
JEE,2025,NIT Silchar,CS,Assam,Government,ST,ST,1,120001,150000,8750,50,"4 LPA","7 LPA","5.5 LPA",55,https://www.nits.ac.in

